,experiment_id,experiment_group,text,tweet_id,tweet_likes,retweets,tweet_created_at,user_id,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,dow,month_day,time,yr,ymd,tweet_id_char,created_at,description,location,followers_count,screen_name,statuses_count,favourites_count,verified,user_id_char,text_length,text_word_count,opinion_key,opinion_label,opinion_key,opinion_label
87,88,foxnews,@FoxNews Of course the SC rejected.  JB does not have authority to forgive student loan debt.,1.59832459116385E+18,1,0,Thu Dec 01 14:34:12 +0000 2022,1.51870282755157E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,14:34:12,2022,2022-12-01,1.59832459116385E+18,Mon Apr 25 21:26:38 +0000 2022,"God, Family, Traveling!",,2,BVIBOB,34,49,FALSE,1.51870282755157E+18,93,16,1,NEUTRAL support,0,Very important
88,89,foxnews,@FoxNews Student loans is fraud there I said it,1.59832565807718E+18,0,0,Thu Dec 01 14:38:26 +0000 2022,1.58708109723341E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,14:38:26,2022,2022-12-01,1.59832565807718E+18,Mon Oct 31 13:57:05 +0000 2022,,,1,j_wretch13,5,4,FALSE,1.58708109723341E+18,47,9,2,AGAINST student loan forgiveness,0,Very important
89,90,foxnews,@FoxNews I wonder how many folks realize that Jesus addressed the basis on which many folks object to student loan forgiveness in Matthew 20: 1–16.,1.5983284385318E+18,2,0,Thu Dec 01 14:49:29 +0000 2022,998663238.0,1.59820826403394E+18,1367531,FoxNews,Thu,Dec 01,14:49:29,2022,2022-12-01,1.5983284385318E+18,Sun Dec 09 05:59:01 +0000 2012,No,,14,coreydubbs,861,124,FALSE,998663238.0,147,26,0,FOR student loan forgiveness,1,Somewhat important
90,91,foxnews,"@FoxNews Just remember it was your Commander in Sleep that introduced the bill that was later signed into law  thatnypu couldn't file bankruptcy on student loans, and turned the higher education game into a money making business! Want dept relief, regulate the amount a school can charge.",1.59832862242268E+18,0,0,Thu Dec 01 14:50:13 +0000 2022,1.57181478607298E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,14:50:13,2022,2022-12-01,1.59832862242268E+18,Mon Sep 19 10:54:27 +0000 2022,,,1,DPodzamsky,3,1,FALSE,1.57181478607298E+18,288,48,0,FOR student loan forgiveness,0,Very important
91,92,foxnews,@FoxNews It’s not his money to give away…..students in the past had to PAY for their student loans….,1.59832893135404E+18,0,0,Thu Dec 01 14:51:27 +0000 2022,1.28461887696631E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,14:51:27,2022,2022-12-01,1.59832893135404E+18,Sat Jul 18 22:40:01 +0000 2020,,Somewhere ,0,Bill1187,10,1,FALSE,1.28461887696631E+18,100,20,2,AGAINST student loan forgiveness,1,Somewhat important
92,93,foxnews,@FoxNews I paid my student loans by WORKING! Sometimes 2 or 3 jobs. I've also seen plenty of students using student loans for nice cars and expensive vacations. This is nothing more than buying votes with money the government doesn't have.,1.59832977702637E+18,44,2,Thu Dec 01 14:54:49 +0000 2022,2684687944.0,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,14:54:49,2022,2022-12-01,1.59832977702637E+18,Mon Jul 07 21:27:05 +0000 2014,,,11,bamakeyman,199,39,FALSE,2684687944.0,239,43,0,FOR student loan forgiveness,1,Somewhat important
93,94,foxnews,"@FoxNews Whether forgiving student loans is fair or not doesn’t matter because Democrats had (and still have) the option to forgive loans in a Constitutional manner (through legislation), but chose not to. Biden’s executive order was illegal, plain and simple",1.5983310860983E+18,1,0,Thu Dec 01 15:00:01 +0000 2022,1.50848113984915E+18,1.59820826403394E+18,1367531,FoxNews,Thu,Dec 01,15:00:01,2022,2022-12-01,1.5983310860983E+18,Mon Mar 28 16:28:46 +0000 2022,An unfiltered take on current events.,,0,PCopposition,59,0,FALSE,1.50848113984915E+18,259,42,2,AGAINST student loan forgiveness,0,Very important
94,95,foxnews,"@FoxNews Dems in 2020: We want a $15 minimum wage, but the parliamentarian said no

Dems in 2022: We want student loan forgiveness, but the courts said no

Democrats love playing the victim card when THEY’RE the ones that hold power",1.59833203229134E+18,1,0,Thu Dec 01 15:03:46 +0000 2022,1.50848113984915E+18,1.59820826403394E+18,1367531,FoxNews,Thu,Dec 01,15:03:46,2022,2022-12-01,1.59833203229134E+18,Mon Mar 28 16:28:46 +0000 2022,An unfiltered take on current events.,,0,PCopposition,59,0,FALSE,1.50848113984915E+18,232,42,0,FOR student loan forgiveness,3,cannot judge importance
95,96,foxnews,"@FoxNews How many votes will Biden lose from those who never took student loans or paid their student loans and now have to pay someone else’s? If I’m 20 years old and I have to pay your student loan, I’m voting for the other guy!",1.59833321475769E+18,0,0,Thu Dec 01 15:08:28 +0000 2022,1.57201862530053E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,15:08:28,2022,2022-12-01,1.59833321475769E+18,Tue Sep 20 00:24:14 +0000 2022,,,6,ega62351880,17,3,FALSE,1.57201862530053E+18,230,48,0,FOR student loan forgiveness,0,Very important
96,97,foxnews,@FoxNews How jealous and weird do you have to be to worry about someone else's debt? I paid my student loans too and I'm happy for anyone that can get relief from this greedy government,1.59833441146815E+18,0,0,Thu Dec 01 15:13:13 +0000 2022,9.06623119221195E+17,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,15:13:13,2022,2022-12-01,1.59833441146815E+18,Sat Sep 09 20:59:30 +0000 2017,Uppity chick from the projects... SIIIIKE,,22,ChynaMePlease,64,11,FALSE,9.06623119221195E+17,185,37,1,NEUTRAL support,1,Somewhat important
97,98,foxnews,"@FoxNews Us  taxpayers must be crazy to want them to pay their own student loan debt and not strap it to our backs. It's the same smoking mirror is the Democrats have been using for 50 years, and the younger generation is too naive to understand it's all smoke and mirrors!!!!",1.5983346653283E+18,0,0,Thu Dec 01 15:14:14 +0000 2022,9.05108894049022E+17,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,15:14:14,2022,2022-12-01,1.5983346653283E+18,Tue Sep 05 16:42:31 +0000 2017,,,2,jamesjanis1963,53,7,FALSE,9.05108894049022E+17,276,53,2,AGAINST student loan forgiveness,1,Somewhat important
98,99,foxnews,"@FoxNews Sleepy Joe you can't spend student loan money.
What if some of us would like to continue our education?
How about that one?",1.59833803596758E+18,1,0,Thu Dec 01 15:27:38 +0000 2022,1.48670853384446E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,15:27:38,2022,2022-12-01,1.59833803596758E+18,Thu Jan 27 14:32:37 +0000 2022,I love to knit and listen to music!,,69,LisaKno59815534,1934,2601,FALSE,1.48670853384446E+18,132,25,0,FOR student loan forgiveness,1,Somewhat important
99,100,foxnews,"@FoxNews Somebody didn't go to school.....there!!!! Hello sweetie, it is ""their""....I guess you don't need to be concerned with student loans now do you?",1.59833853260252E+18,1,0,Thu Dec 01 15:29:36 +0000 2022,2896666052.0,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,15:29:36,2022,2022-12-01,1.59833853260252E+18,Tue Nov 11 14:37:52 +0000 2014,,,2,PatC317,102,449,FALSE,2896666052.0,153,28,3,cannot judge support,0,Very important
100,101,foxnews,"@FoxNews Better Idea, since the federal government started securing student loans the price has increased to this extreme. How about we limit the ever increasing student loan interest percentage and bring it to the percent at the beginning of the loan. mine went from 4% to 18%.",1.59833878395057E+18,7,1,Thu Dec 01 15:30:36 +0000 2022,1.51863545466019E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,15:30:36,2022,2022-12-01,1.59833878395057E+18,Mon Apr 25 16:58:16 +0000 2022,,,4,PaulMacMcMaster,11,11,FALSE,1.51863545466019E+18,278,47,1,NEUTRAL support,0,Very important
101,102,foxnews,"@FoxNews The 3 judges voted it was not legal. One was a Trump appointee, one an Obama appointee and One a Bush appointee. All three voted against Biden's student loan handout. Law is upheld.",1.5983416978717E+18,0,0,Thu Dec 01 15:42:11 +0000 2022,1.59615219314446E+18,1.59828735089903E+18,1367531,FoxNews,Thu,Dec 01,15:42:11,2022,2022-12-01,1.5983416978717E+18,Fri Nov 25 14:42:48 +0000 2022,,,15,Forevertrue10,820,1200,FALSE,1.59615219314446E+18,190,35,1,NEUTRAL support,3,cannot judge importance
102,103,foxnews,"@FoxNews Ill be the firat to say I think thay college is over proced and the loan system is set up to rip people off. I have student loans and they suck. While i would love fpr someone to pay them for me, thats not realistic. I willingly took put these loans, so it is my responsibility",1.5983432318419E+18,2,0,Thu Dec 01 15:48:16 +0000 2022,1.58960689483401E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,15:48:16,2022,2022-12-01,1.5983432318419E+18,Mon Nov 07 13:13:30 +0000 2022,"USA. Miami Dolphins, Georgia Bulldogs, Atlanta Braves, and Nashville predators fan. 2nd amendment. Outdoorsman. Inspiring woodworker. Blue line. History buff.",,117,mierholtz64,179,1030,FALSE,1.58960689483401E+18,286,57,1,NEUTRAL support,1,Somewhat important
103,104,foxnews,@FoxNews Great because I don’t wanna pay anybody’s student loan. You take out a loan you pay the damn thing back yourself,1.59834453506669E+18,1,0,Thu Dec 01 15:53:27 +0000 2022,1.5947554521051E+18,1.59820826403394E+18,1367531,FoxNews,Thu,Dec 01,15:53:27,2022,2022-12-01,1.59834453506669E+18,Mon Nov 21 18:12:01 +0000 2022,,,6,Joycurrent3,589,240,FALSE,1.5947554521051E+18,121,24,1,NEUTRAL support,0,Very important
104,105,foxnews,@FoxNews How about my mortgage? Can he get rid of it? Or perhaps I can send him my canceled checks from my student loans I paid? #WPE,1.59834757891086E+18,2,0,Thu Dec 01 16:05:33 +0000 2022,40518747.0,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:05:33,2022,2022-12-01,1.59834757891086E+18,Sat May 16 18:48:25 +0000 2009,,,40,admanmark,18,16,FALSE,40518747.0,133,27,1,NEUTRAL support,1,Somewhat important
105,106,cnn,"@CNN old fake news
lets us know when ot is the same price it was when THE BIG GUY  took office and then he can find a way to reimburse us for the thousands of dollars extra we spend on his mistakes
never mind student loan forgiveness",1.59834767150012E+18,0,0,Thu Dec 01 16:05:55 +0000 2022,8.62393887029178E+17,1.59831225454137E+18,759251,CNN,Thu,Dec 01,16:05:55,2022,2022-12-01,1.59834767150012E+18,Wed May 10 19:48:20 +0000 2017,,,2,FredBenoit5,630,115,FALSE,8.62393887029178E+17,233,47,3,cannot judge support,0,Very important
106,107,foxnews,@FoxNews Why doesn’t Biden just pay for everyone’s student loan… and if your dumb idea ever goes thru then I want all my money back from putting my two kids through college…,1.59834920161586E+18,0,0,Thu Dec 01 16:12:00 +0000 2022,1.50080782673788E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:12:00,2022,2022-12-01,1.59834920161586E+18,Mon Mar 07 12:17:44 +0000 2022,,"Washington, DC",6,Helloit66232229,79,54,FALSE,1.50080782673788E+18,173,34,1,NEUTRAL support,1,Somewhat important
107,108,foxnews,"@FoxNews Confident that student loan handouts are legal ????
And he cant even carry on a 
Conversation to make any sense....
We have a SENILE PRESIDENT 
OF OUR COUNTRY !!!!!! LAUGHING STOCK OF THE WHOLE WORLD !!!",1.59835034974786E+18,0,0,Thu Dec 01 16:16:33 +0000 2022,1.51942525014401E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:16:33,2022,2022-12-01,1.59835034974786E+18,Wed Apr 27 21:17:41 +0000 2022,"People person,, love children, have complete trust in GOD",,22,Patrici33069557,339,556,FALSE,1.51942525014401E+18,212,34,1,NEUTRAL support,1,Somewhat important
108,109,foxnews,@FoxNews When you go to college and get a student loan you know you have to pay it back. @JoeBiden cannot legally do this. Pay your loans! It’s not my responsibility to pay your loan for you. This is just a ploy for votes. WAKE UP PEOPLE! It’s not that hard to figure out he’s a fraud.,1.5983510167135E+18,0,0,Thu Dec 01 16:19:12 +0000 2022,1.46722252850251E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:19:12,2022,2022-12-01,1.5983510167135E+18,Sat Dec 04 20:01:49 +0000 2021,"I’m a wife, mama and Nana that loves to craft",,75,NanaT_1113,6221,11285,FALSE,1.46722252850251E+18,285,60,1,NEUTRAL support,1,Somewhat important
109,110,foxnews,@FoxNews Soon enough the student loan crisis will be one a matter of national security.,1.598352287663E+18,0,0,Thu Dec 01 16:24:15 +0000 2022,1.46137884371394E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:24:15,2022,2022-12-01,1.598352287663E+18,Thu Nov 18 17:01:08 +0000 2021,Life long learner and ready for opportunities that come my way,,2,joshua_candella,118,3,FALSE,1.46137884371394E+18,87,15,3,cannot judge support,1,Somewhat important
110,111,foxnews,@FoxNews I was forced to get a student loan and spend it on holidays. It was so long ago that they cancelled the debt lol,1.59835306832784E+18,0,0,Thu Dec 01 16:27:22 +0000 2022,1392084608.0,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:27:22,2022,2022-12-01,1.59835306832784E+18,Tue Apr 30 13:33:59 +0000 2013,Paintings/ Commissions available,Moray,372,robmcshane2,3855,545,FALSE,1392084608.0,121,25,1,NEUTRAL support,0,Very important
111,112,foxnews,"@FoxNews I had to pay my student loan, everyone I know did - so get off your butts and start sending in those payments.",1.59835350739599E+18,0,0,Thu Dec 01 16:29:06 +0000 2022,1.45001179243294E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:29:06,2022,2022-12-01,1.59835350739599E+18,Mon Oct 18 08:12:44 +0000 2021,,,1,MaryPat84550117,123,222,FALSE,1.45001179243294E+18,119,23,1,NEUTRAL support,0,Very important
112,113,foxnews,@FoxNews i bet all those in support of student loan payback  are living at home with PARENTS HOUSE,1.59835364649195E+18,0,0,Thu Dec 01 16:29:39 +0000 2022,1.4705235829712E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:29:39,2022,2022-12-01,1.59835364649195E+18,Mon Dec 13 22:39:37 +0000 2021,,,0,Patrick56051125,98,5,FALSE,1.4705235829712E+18,98,18,1,NEUTRAL support,1,Somewhat important
113,114,foxnews,@FoxNews Can you forgive my home loan? Since my student loans I paid already? No difference.,1.59835399493359E+18,1,0,Thu Dec 01 16:31:03 +0000 2022,1.59809083714922E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:31:03,2022,2022-12-01,1.59835399493359E+18,Wed Nov 30 23:05:29 +0000 2022,,,0,rzwalk,2,2,FALSE,1.59809083714922E+18,92,16,1,NEUTRAL support,0,Very important
114,115,foxnews,"@FoxNews How can invalidating a valid contract be legal in anyone's book.  How about a good plan, helping to pay for college tuition from this day forward.  Going back and invalidating contracts is a disasterous policy.  Plus debt forgiveness crushes credit scores.  Talk about that.",1.59835493062408E+18,0,0,Thu Dec 01 16:34:46 +0000 2022,1.3969595416616E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:34:46,2022,2022-12-01,1.59835493062408E+18,Mon May 24 22:41:34 +0000 2021,,,11,Curious56388405,3373,1560,FALSE,1.3969595416616E+18,283,46,1,NEUTRAL support,1,Somewhat important
115,116,foxnews,"@FoxNews Well if you can pay off all the student loans they willingly got themselves into then I want all my credit card debt, car loans , rv loans my mortgage etc etc that I willingly got myslef into debt for wiped away as well FAIR IS FAIR",1.59835602013645E+18,2,0,Thu Dec 01 16:39:05 +0000 2022,2895381028.0,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:39:05,2022,2022-12-01,1.59835602013645E+18,Fri Nov 28 00:28:38 +0000 2014,,,1,teresabarbee365,2,6,FALSE,2895381028.0,241,47,0,FOR student loan forgiveness,1,Somewhat important
116,117,foxnews,"@FoxNews Biden's plan excludes FFELP borrowers and this is simply unconscionable. Fix the student loan crisis the right way, legislatively, or not at all. All Americans should be included.",1.59835885812405E+18,0,0,Thu Dec 01 16:50:22 +0000 2022,37491729.0,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:50:22,2022,2022-12-01,1.59835885812405E+18,Sun May 03 20:17:17 +0000 2009,,"Springfield, MO",16,WaltLyman,28,5,FALSE,37491729.0,188,30,2,AGAINST student loan forgiveness,1,Somewhat important
117,118,foxnews,@FoxNews We don't need student loan forgiveness not right now we got other problems or we can use that money for matter of fact too many problems,1.59835948150701E+18,0,0,Thu Dec 01 16:52:51 +0000 2022,2752140503.0,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:52:51,2022,2022-12-01,1.59835948150701E+18,Wed Aug 27 00:08:27 +0000 2014,,"Phillipsburg, NJ",28,fsmith3665,190,163,FALSE,2752140503.0,145,28,0,FOR student loan forgiveness,1,Somewhat important
118,119,foxnews,@FoxNews Well it looks like the President conveniently made promises to get votes. He knew student loan forgiveness was just smoke and mirrors. I see how he is blame shifting to look like the good guy for the next election. 🤣,1.59835970731537E+18,0,0,Thu Dec 01 16:53:44 +0000 2022,1.5886879348274E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,16:53:44,2022,2022-12-01,1.59835970731537E+18,Sat Nov 05 00:22:05 +0000 2022,,,2,KristledollRN,13,122,FALSE,1.5886879348274E+18,225,40,2,AGAINST student loan forgiveness,0,Very important
119,120,foxnews,@FoxNews Where is my student loan forgiveness? My wife and I pay for her continuing education out of pocket right now what do we get back as actual working lower middle class living week to week?,1.59836396715956E+18,1,0,Thu Dec 01 17:10:40 +0000 2022,1.50661892474551E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:10:40,2022,2022-12-01,1.59836396715956E+18,Wed Mar 23 13:09:12 +0000 2022,,,1,YankeesEagles1,8,0,FALSE,1.50661892474551E+18,195,36,2,AGAINST student loan forgiveness,0,Very important
120,121,foxnews,"@FoxNews The GOP is trash. And the courts are against us.

Let's just collectively stop paying back our student loans. What are they going to do? Tank our credit scores? Who the fuck cares? It's not like we'll ever be able to afford houses anyway.",1.59836571009018E+18,0,0,Thu Dec 01 17:17:36 +0000 2022,1.45917168709056E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:17:36,2022,2022-12-01,1.59836571009018E+18,Fri Nov 12 14:50:42 +0000 2021,,,4,TheCynicalNerd1,276,269,FALSE,1.45917168709056E+18,247,48,0,FOR student loan forgiveness,2,Not important at all
121,122,foxnews,@FoxNews Are you surprised that the president lied about student loan debts. Anytime he openns his mouth it is a lie!!!! It has been like this for yrs and yrs he is all for the Mighty old dollar for him and his own! People we have to fight to keep tnis beautiful country,1.59836883329057E+18,1,0,Thu Dec 01 17:30:00 +0000 2022,1.51586471883298E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:30:00,2022,2022-12-01,1.59836883329057E+18,Mon Apr 18 01:28:25 +0000 2022,,,1,Donna825214,6,1,FALSE,1.51586471883298E+18,270,53,2,AGAINST student loan forgiveness,0,Very important
122,123,foxnews,"@FoxNews I love Joe Biden, but I do not believe that federal student loans should be forgiven.  That is not fair to other student loans, and not fair to kids who can’t afford to go to college.",1.59837095916097E+18,1,0,Thu Dec 01 17:38:27 +0000 2022,8.45270343958847E+17,1.59820826403394E+18,1367531,FoxNews,Thu,Dec 01,17:38:27,2022,2022-12-01,1.59837095916097E+18,Fri Mar 24 13:45:29 +0000 2017,,,12,dardar06010,1849,10,FALSE,8.45270343958847E+17,192,38,0,FOR student loan forgiveness,1,Somewhat important
123,124,foxnews,@FoxNews Student debt forgiveness is fundamentally unfair to everyone else who paid their own or who opted out of college because they knew they weren't financially able.,1.5983711682134E+18,2,0,Thu Dec 01 17:39:17 +0000 2022,1.58708774712637E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:39:17,2022,2022-12-01,1.5983711682134E+18,Mon Oct 31 14:23:21 +0000 2022,,,0,StillbourneSoul,28,4,FALSE,1.58708774712637E+18,170,28,1,NEUTRAL support,1,Somewhat important
124,125,foxnews,@FoxNews How could that be fair to people who have paid out the wazoo for their student loans,1.59837209589285E+18,2,0,Thu Dec 01 17:42:58 +0000 2022,1.59812464099552E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:42:58,2022,2022-12-01,1.59837209589285E+18,Thu Dec 01 01:20:49 +0000 2022,,,0,AlKehrer,4,9,FALSE,1.59812464099552E+18,93,18,2,AGAINST student loan forgiveness,1,Somewhat important
125,126,foxnews,@FoxNews And then you want to forgive student loans….,1.59837409124511E+18,0,0,Thu Dec 01 17:50:54 +0000 2022,2196031764.0,1.5983650968368E+18,1367531,FoxNews,Thu,Dec 01,17:50:54,2022,2022-12-01,1.59837409124511E+18,Fri Nov 15 13:57:33 +0000 2013,,,3,KYW1009,192,584,FALSE,2196031764.0,53,9,0,FOR student loan forgiveness,0,Very important
126,127,foxnews,"@FoxNews BS!!! Let them pay it off like the rest of us have!!! I had great satisfaction when I made my final student loan payment! Some lean years, but I paid it off in full. Simple math; your borrow, you pay back!!",1.59837526377119E+18,0,0,Thu Dec 01 17:55:33 +0000 2022,1.51935418683977E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:55:33,2022,2022-12-01,1.59837526377119E+18,Wed Apr 27 16:34:48 +0000 2022,"When you rock, you must roll.
Living in Europe, heart still in America","Vienna, Austria",66,DJB1864,739,2034,FALSE,1.51935418683977E+18,215,42,2,AGAINST student loan forgiveness,1,Somewhat important
127,128,foxnews,"@FoxNews I’ll eventually get my student loans paid off as it’s my responsibility, but what a waste of time and money. School isn’t worth it.",1.59837547450958E+18,1,0,Thu Dec 01 17:56:24 +0000 2022,1.54602945862002E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:56:24,2022,2022-12-01,1.59837547450958E+18,Sun Jul 10 07:12:39 +0000 2022,,,0,q69k52fq5v,87,20,FALSE,1.54602945862002E+18,140,28,0,FOR student loan forgiveness,1,Somewhat important
128,129,foxnews,@FoxNews I did not have help with my student loan,1.59837619998598E+18,0,0,Thu Dec 01 17:59:17 +0000 2022,1.59406279302355E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:59:17,2022,2022-12-01,1.59837619998598E+18,Sat Nov 19 20:20:01 +0000 2022,,,0,JanThurman4,1,0,FALSE,1.59406279302355E+18,49,10,1,NEUTRAL support,0,Very important
129,130,foxnews,@FoxNews He is hoping his dream lasts long enough to gain votes for the Dems in next election.  He knows this could go on for years. You just can't go forgiving some people's student loans and not everyone's. 🙄,1.59837628190471E+18,0,0,Thu Dec 01 17:59:36 +0000 2022,1.38468516934131E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,17:59:36,2022,2022-12-01,1.59837628190471E+18,Wed Apr 21 01:47:35 +0000 2021,,,14,ChristinaReisi2,304,713,FALSE,1.38468516934131E+18,210,41,1,NEUTRAL support,1,Somewhat important
130,131,foxnews,@FoxNews A lot of these people who complained about student loan also have the latest iPhone and all the channels on Cable TV.  Yellen is partially right.,1.59837833887952E+18,0,0,Thu Dec 01 18:07:47 +0000 2022,19093928.0,1.5983650968368E+18,1367531,FoxNews,Thu,Dec 01,18:07:47,2022,2022-12-01,1.59837833887952E+18,Sat Jan 17 00:16:35 +0000 2009,,,2,dockthefish,1071,79,FALSE,19093928.0,154,27,1,NEUTRAL support,0,Very important
131,132,foxnews,@FoxNews Just Say No To Student Loan Welfare...,1.59837841447761E+18,1,0,Thu Dec 01 18:08:05 +0000 2022,1.56318107787084E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,18:08:05,2022,2022-12-01,1.59837841447761E+18,Fri Aug 26 15:06:48 +0000 2022,Patriot...Future Podcast project.  More to come...,,28,Gymrat_66,29,3,FALSE,1.56318107787084E+18,47,8,0,FOR student loan forgiveness,0,Very important
132,133,foxnews,@FoxNews Take a good look at this America this is FOX news /comedy  broadcasting. The Republicans have stopped your help with student loans what party care for the American people ?Democrats !!!,1.59837943138242E+18,0,0,Thu Dec 01 18:12:07 +0000 2022,1.30561908485217E+18,1.59820826403394E+18,1367531,FoxNews,Thu,Dec 01,18:12:07,2022,2022-12-01,1.59837943138242E+18,Mon Sep 14 21:27:52 +0000 2020,,,104,mary66750474,21350,18345,FALSE,1.30561908485217E+18,194,31,1,NEUTRAL support,1,Somewhat important
133,134,foxnews,"@FoxNews It’s funny how Republicans supported the bank bailout back in 2008, but won’t support helping average Americans on the student loan agenda, which is really a Ponzi scheme to exploit Americans and keep them in debt so politicians and their cronies can get rich.",1.59838081956702E+18,0,0,Thu Dec 01 18:17:38 +0000 2022,7.5408443083103E+17,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,18:17:38,2022,2022-12-01,1.59838081956702E+18,Fri Jul 15 22:45:13 +0000 2016,History professor of Middle East and American foreign relations.,"Florida, USA",66,AlexShelby07,883,1380,FALSE,7.5408443083103E+17,269,47,2,AGAINST student loan forgiveness,1,Somewhat important
134,135,foxnews,"@FoxNews Funny how REPUBLICANS were against student loan debt relief, veterans relief, 9/11 relief, disaster relief in “blue” states or jurisdictions but were more than happy to cut taxes on the rich &amp; corporations and give handouts to rich ppl or their base. Pure hypocrisy",1.59838087513736E+18,3,1,Thu Dec 01 18:17:51 +0000 2022,1.49477625008225E+18,1.59820826403394E+18,1367531,FoxNews,Thu,Dec 01,18:17:51,2022,2022-12-01,1.59838087513736E+18,Fri Feb 18 20:50:18 +0000 2022,"A politically independent, news junkie, public safety (Fire, EMS, Flight Medic, Emergency Mgmt professional), a pilot & and a retired vet.",,52,rebelpilotmedic,1656,580,FALSE,1.49477625008225E+18,278,46,2,AGAINST student loan forgiveness,1,Somewhat important
135,136,foxnews,"@FoxNews He says the economy is great, that he's created millions of jobs, and that unemployment is low. However, people with student loans can't afford to make their loan payments.",1.59838269517579E+18,0,0,Thu Dec 01 18:25:05 +0000 2022,3150224796.0,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,18:25:05,2022,2022-12-01,1.59838269517579E+18,Sat Apr 11 19:12:39 +0000 2015,Prior law enforcement,"San Diego, CA",84,stever1552,4012,3122,FALSE,3150224796.0,181,32,1,NEUTRAL support,1,Somewhat important
136,137,foxnews,"@FoxNews You don't know what the next person had to endure on their journey. What about some of these doctors, lawyers, etc that don't pay back a dime and they have the resources to. You frown about the less unfortunate not being able to pay their student loan debt;",1.59838347590785E+18,6,0,Thu Dec 01 18:28:11 +0000 2022,1.2510120335392E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,18:28:11,2022,2022-12-01,1.59838347590785E+18,Fri Apr 17 04:58:24 +0000 2020,Big heart with a wonderful personality,,0,TwanaWright19,8,3,FALSE,1.2510120335392E+18,266,51,0,FOR student loan forgiveness,1,Somewhat important
137,138,foxnews,"@FoxNews Why am I responsible to pay for your student loan debt?  I paid for my education by extra jobs..  Oh that's right, nobody wants to work anymore and wants free government handouts.",1.59838429719471E+18,8,1,Thu Dec 01 18:31:27 +0000 2022,1.5121049276858E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,18:31:27,2022,2022-12-01,1.59838429719471E+18,Thu Apr 07 16:28:32 +0000 2022,Just trying to make it.,"California, USA",0,Princes92223558,16,70,FALSE,1.5121049276858E+18,188,34,1,NEUTRAL support,0,Very important
138,139,foxnews,"@FoxNews What about my car debt? My credit card? My mortgage? If student loans can be forgiven, why not all the others? They are all CHOICES!",1.59838646403926E+18,3,0,Thu Dec 01 18:40:04 +0000 2022,1.52422676720396E+18,1.59827072665358E+18,1367531,FoxNews,Thu,Dec 01,18:40:04,2022,2022-12-01,1.59838646403926E+18,Wed May 11 03:16:15 +0000 2022,My strength of character,,5,kbrown1473,152,472,FALSE,1.52422676720396E+18,141,26,1,NEUTRAL support,1,Somewhat important
