<<<<<<< HEAD
"","experiment_group","text","tweet_id","tweet_likes","retweets","tweet_created_at","user_id","in_reply_to_status_id","in_reply_to_user_id","in_reply_to_screen_name","dow","month_day","time","yr","ymd","tweet_id_char","created_at","description","location","followers_count","screen_name","statuses_count","favourites_count","verified","user_id_char"
"98","foxnews","@FoxNews Us  taxpayers must be crazy to want them to pay their own student loan debt and not strap it to our backs. It's the same smoking mirror is the Democrats have been using for 50 years, and the younger generation is too naive to understand it's all smoke and mirrors!!!!",1598334665328295936,0,0,"Thu Dec 01 15:14:14 +0000 2022",905108894049021952,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","15:14:14"," 2022",2022-12-01,"1598334665328295936","Tue Sep 05 16:42:31 +0000 2017","","",2,"jamesjanis1963",53,7,"False","905108894049021952"
"99","foxnews","@FoxNews Sleepy Joe you can't spend student loan money.
What if some of us would like to continue our education?
How about that one?",1598338035967578112,1,0,"Thu Dec 01 15:27:38 +0000 2022",1486708533844455424,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","15:27:38"," 2022",2022-12-01,"1598338035967578112","Thu Jan 27 14:32:37 +0000 2022","I love to knit and listen to music!","",69,"LisaKno59815534",1934,2601,"False","1486708533844455424"
"100","foxnews","@FoxNews Somebody didn't go to school.....there!!!! Hello sweetie, it is ""their""....I guess you don't need to be concerned with student loans now do you?",1598338532602519552,1,0,"Thu Dec 01 15:29:36 +0000 2022",2896666052,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","15:29:36"," 2022",2022-12-01,"1598338532602519552","Tue Nov 11 14:37:52 +0000 2014","","",2,"PatC317",102,449,"False","2896666052"
"101","foxnews","@FoxNews Better Idea, since the federal government started securing student loans the price has increased to this extreme. How about we limit the ever increasing student loan interest percentage and bring it to the percent at the beginning of the loan. mine went from 4% to 18%.",1598338783950565376,7,1,"Thu Dec 01 15:30:36 +0000 2022",1518635454660186112,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","15:30:36"," 2022",2022-12-01,"1598338783950565376","Mon Apr 25 16:58:16 +0000 2022","","",4,"PaulMacMcMaster",11,11,"False","1518635454660186112"
"102","foxnews","@FoxNews The 3 judges voted it was not legal. One was a Trump appointee, one an Obama appointee and One a Bush appointee. All three voted against Biden's student loan handout. Law is upheld.",1598341697871699968,0,0,"Thu Dec 01 15:42:11 +0000 2022",1596152193144463360,1598287350899032064,1367531,"FoxNews","Thu","Dec 01","15:42:11"," 2022",2022-12-01,"1598341697871699968","Fri Nov 25 14:42:48 +0000 2022","","",15,"Forevertrue10",820,1200,"False","1596152193144463360"
"103","foxnews","@FoxNews Ill be the firat to say I think thay college is over proced and the loan system is set up to rip people off. I have student loans and they suck. While i would love fpr someone to pay them for me, thats not realistic. I willingly took put these loans, so it is my responsibility",1598343231841902592,2,0,"Thu Dec 01 15:48:16 +0000 2022",1589606894834008064,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","15:48:16"," 2022",2022-12-01,"1598343231841902592","Mon Nov 07 13:13:30 +0000 2022","USA. Miami Dolphins, Georgia Bulldogs, Atlanta Braves, and Nashville predators fan. 2nd amendment. Outdoorsman. Inspiring woodworker. Blue line. History buff.","",117,"mierholtz64",179,1030,"False","1589606894834008064"
"104","foxnews","@FoxNews Great because I don’t wanna pay anybody’s student loan. You take out a loan you pay the damn thing back yourself",1598344535066689536,1,0,"Thu Dec 01 15:53:27 +0000 2022",1594755452105097216,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","15:53:27"," 2022",2022-12-01,"1598344535066689536","Mon Nov 21 18:12:01 +0000 2022","","",6,"Joycurrent3",589,240,"False","1594755452105097216"
"105","foxnews","@FoxNews How about my mortgage? Can he get rid of it? Or perhaps I can send him my canceled checks from my student loans I paid? #WPE",1598347578910859264,2,0,"Thu Dec 01 16:05:33 +0000 2022",40518747,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:05:33"," 2022",2022-12-01,"1598347578910859264","Sat May 16 18:48:25 +0000 2009","","",40,"admanmark",18,16,"False","40518747"
"106","cnn","@CNN old fake news
lets us know when ot is the same price it was when THE BIG GUY  took office and then he can find a way to reimburse us for the thousands of dollars extra we spend on his mistakes
never mind student loan forgiveness",1598347671500120064,0,0,"Thu Dec 01 16:05:55 +0000 2022",862393887029178368,1598312254541365248,759251,"CNN","Thu","Dec 01","16:05:55"," 2022",2022-12-01,"1598347671500120064","Wed May 10 19:48:20 +0000 2017","","",2,"FredBenoit5",630,115,"False","862393887029178368"
"107","foxnews","@FoxNews Why doesn’t Biden just pay for everyone’s student loan… and if your dumb idea ever goes thru then I want all my money back from putting my two kids through college…",1598349201615863808,0,0,"Thu Dec 01 16:12:00 +0000 2022",1500807826737881088,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:12:00"," 2022",2022-12-01,"1598349201615863808","Mon Mar 07 12:17:44 +0000 2022","","Washington, DC",6,"Helloit66232229",79,54,"False","1500807826737881088"
"108","foxnews","@FoxNews Confident that student loan handouts are legal ????
And he cant even carry on a 
Conversation to make any sense....
We have a SENILE PRESIDENT 
OF OUR COUNTRY !!!!!! LAUGHING STOCK OF THE WHOLE WORLD !!!",1598350349747863552,0,0,"Thu Dec 01 16:16:33 +0000 2022",1519425250144010240,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:16:33"," 2022",2022-12-01,"1598350349747863552","Wed Apr 27 21:17:41 +0000 2022","People person,, love children, have complete trust in GOD","",22,"Patrici33069557",339,556,"False","1519425250144010240"
"109","foxnews","@FoxNews When you go to college and get a student loan you know you have to pay it back. @JoeBiden cannot legally do this. Pay your loans! It’s not my responsibility to pay your loan for you. This is just a ploy for votes. WAKE UP PEOPLE! It’s not that hard to figure out he’s a fraud.",1598351016713502720,0,0,"Thu Dec 01 16:19:12 +0000 2022",1467222528502513664,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:19:12"," 2022",2022-12-01,"1598351016713502720","Sat Dec 04 20:01:49 +0000 2021","I’m a wife, mama and Nana that loves to craft","",75,"NanaT_1113",6221,11285,"False","1467222528502513664"
"110","foxnews","@FoxNews Soon enough the student loan crisis will be one a matter of national security.",1.598352287663e+18,0,0,"Thu Dec 01 16:24:15 +0000 2022",1461378843713941504,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:24:15"," 2022",2022-12-01,"1.598352287663e+18","Thu Nov 18 17:01:08 +0000 2021","Life long learner and ready for opportunities that come my way","",2,"joshua_candella",118,3,"False","1461378843713941504"
"111","foxnews","@FoxNews I was forced to get a student loan and spend it on holidays. It was so long ago that they cancelled the debt lol",1598353068327837696,0,0,"Thu Dec 01 16:27:22 +0000 2022",1392084608,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:27:22"," 2022",2022-12-01,"1598353068327837696","Tue Apr 30 13:33:59 +0000 2013","Paintings/ Commissions available","Moray",372,"robmcshane2",3855,545,"False","1392084608"
"112","foxnews","@FoxNews I had to pay my student loan, everyone I know did - so get off your butts and start sending in those payments.",1598353507395985408,0,0,"Thu Dec 01 16:29:06 +0000 2022",1450011792432934912,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:29:06"," 2022",2022-12-01,"1598353507395985408","Mon Oct 18 08:12:44 +0000 2021","","",1,"MaryPat84550117",123,222,"False","1450011792432934912"
"113","foxnews","@FoxNews i bet all those in support of student loan payback  are living at home with PARENTS HOUSE",1598353646491951104,0,0,"Thu Dec 01 16:29:39 +0000 2022",1470523582971199488,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:29:39"," 2022",2022-12-01,"1598353646491951104","Mon Dec 13 22:39:37 +0000 2021","","",0,"Patrick56051125",98,5,"False","1470523582971199488"
"114","foxnews","@FoxNews Can you forgive my home loan? Since my student loans I paid already? No difference.",1598353994933587968,1,0,"Thu Dec 01 16:31:03 +0000 2022",1598090837149220864,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:31:03"," 2022",2022-12-01,"1598353994933587968","Wed Nov 30 23:05:29 +0000 2022","","",0,"rzwalk",2,2,"False","1598090837149220864"
"115","foxnews","@FoxNews How can invalidating a valid contract be legal in anyone's book.  How about a good plan, helping to pay for college tuition from this day forward.  Going back and invalidating contracts is a disasterous policy.  Plus debt forgiveness crushes credit scores.  Talk about that.",1598354930624077824,0,0,"Thu Dec 01 16:34:46 +0000 2022",1396959541661601792,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:34:46"," 2022",2022-12-01,"1598354930624077824","Mon May 24 22:41:34 +0000 2021","","",11,"Curious56388405",3373,1560,"False","1396959541661601792"
"116","foxnews","@FoxNews Well if you can pay off all the student loans they willingly got themselves into then I want all my credit card debt, car loans , rv loans my mortgage etc etc that I willingly got myslef into debt for wiped away as well FAIR IS FAIR",1598356020136448000,2,0,"Thu Dec 01 16:39:05 +0000 2022",2895381028,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:39:05"," 2022",2022-12-01,"1598356020136448000","Fri Nov 28 00:28:38 +0000 2014","","",1,"teresabarbee365",2,6,"False","2895381028"
"117","foxnews","@FoxNews Biden's plan excludes FFELP borrowers and this is simply unconscionable. Fix the student loan crisis the right way, legislatively, or not at all. All Americans should be included.",1598358858124050432,0,0,"Thu Dec 01 16:50:22 +0000 2022",37491729,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:50:22"," 2022",2022-12-01,"1598358858124050432","Sun May 03 20:17:17 +0000 2009","","Springfield, MO",16,"WaltLyman",28,5,"False","37491729"
"118","foxnews","@FoxNews We don't need student loan forgiveness not right now we got other problems or we can use that money for matter of fact too many problems",1598359481507012608,0,0,"Thu Dec 01 16:52:51 +0000 2022",2752140503,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:52:51"," 2022",2022-12-01,"1598359481507012608","Wed Aug 27 00:08:27 +0000 2014","","Phillipsburg, NJ",28,"fsmith3665",190,163,"False","2752140503"
"119","foxnews","@FoxNews Well it looks like the President conveniently made promises to get votes. He knew student loan forgiveness was just smoke and mirrors. I see how he is blame shifting to look like the good guy for the next election. 🤣",1598359707315367936,0,0,"Thu Dec 01 16:53:44 +0000 2022",1588687934827397120,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","16:53:44"," 2022",2022-12-01,"1598359707315367936","Sat Nov 05 00:22:05 +0000 2022","","",2,"KristledollRN",13,122,"False","1588687934827397120"
"120","foxnews","@FoxNews Where is my student loan forgiveness? My wife and I pay for her continuing education out of pocket right now what do we get back as actual working lower middle class living week to week?",1598363967159562240,1,0,"Thu Dec 01 17:10:40 +0000 2022",1506618924745510912,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:10:40"," 2022",2022-12-01,"1598363967159562240","Wed Mar 23 13:09:12 +0000 2022","","",1,"YankeesEagles1",8,0,"False","1506618924745510912"
"121","foxnews","@FoxNews The GOP is trash. And the courts are against us.

Let's just collectively stop paying back our student loans. What are they going to do? Tank our credit scores? Who the fuck cares? It's not like we'll ever be able to afford houses anyway.",1598365710090178560,0,0,"Thu Dec 01 17:17:36 +0000 2022",1459171687090556928,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:17:36"," 2022",2022-12-01,"1598365710090178560","Fri Nov 12 14:50:42 +0000 2021","","",4,"TheCynicalNerd1",276,269,"False","1459171687090556928"
"122","foxnews","@FoxNews Are you surprised that the president lied about student loan debts. Anytime he openns his mouth it is a lie!!!! It has been like this for yrs and yrs he is all for the Mighty old dollar for him and his own! People we have to fight to keep tnis beautiful country",1598368833290571776,1,0,"Thu Dec 01 17:30:00 +0000 2022",1515864718832975872,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:30:00"," 2022",2022-12-01,"1598368833290571776","Mon Apr 18 01:28:25 +0000 2022","","",1,"Donna825214",6,1,"False","1515864718832975872"
"123","foxnews","@FoxNews I love Joe Biden, but I do not believe that federal student loans should be forgiven.  That is not fair to other student loans, and not fair to kids who can’t afford to go to college.",1598370959160971264,1,0,"Thu Dec 01 17:38:27 +0000 2022",845270343958847488,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","17:38:27"," 2022",2022-12-01,"1598370959160971264","Fri Mar 24 13:45:29 +0000 2017","","",12,"dardar06010",1849,10,"False","845270343958847488"
"124","foxnews","@FoxNews Student debt forgiveness is fundamentally unfair to everyone else who paid their own or who opted out of college because they knew they weren't financially able.",1598371168213401600,2,0,"Thu Dec 01 17:39:17 +0000 2022",1587087747126370304,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:39:17"," 2022",2022-12-01,"1598371168213401600","Mon Oct 31 14:23:21 +0000 2022","","",0,"StillbourneSoul",28,4,"False","1587087747126370304"
"125","foxnews","@FoxNews How could that be fair to people who have paid out the wazoo for their student loans",1598372095892852736,2,0,"Thu Dec 01 17:42:58 +0000 2022",1598124640995516416,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:42:58"," 2022",2022-12-01,"1598372095892852736","Thu Dec 01 01:20:49 +0000 2022","","",0,"AlKehrer",4,9,"False","1598124640995516416"
"126","foxnews","@FoxNews And then you want to forgive student loans….",1598374091245113344,0,0,"Thu Dec 01 17:50:54 +0000 2022",2196031764,1598365096836796416,1367531,"FoxNews","Thu","Dec 01","17:50:54"," 2022",2022-12-01,"1598374091245113344","Fri Nov 15 13:57:33 +0000 2013","","",3,"KYW1009",192,584,"False","2196031764"
"127","foxnews","@FoxNews BS!!! Let them pay it off like the rest of us have!!! I had great satisfaction when I made my final student loan payment! Some lean years, but I paid it off in full. Simple math; your borrow, you pay back!!",1598375263771193344,0,0,"Thu Dec 01 17:55:33 +0000 2022",1519354186839773184,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:55:33"," 2022",2022-12-01,"1598375263771193344","Wed Apr 27 16:34:48 +0000 2022","When you rock, you must roll.
Living in Europe, heart still in America","Vienna, Austria",66,"DJB1864",739,2034,"False","1519354186839773184"
"128","foxnews","@FoxNews I’ll eventually get my student loans paid off as it’s my responsibility, but what a waste of time and money. School isn’t worth it.",1598375474509582336,1,0,"Thu Dec 01 17:56:24 +0000 2022",1546029458620022784,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:56:24"," 2022",2022-12-01,"1598375474509582336","Sun Jul 10 07:12:39 +0000 2022","","",0,"q69k52fq5v",87,20,"False","1546029458620022784"
"129","foxnews","@FoxNews I did not have help with my student loan",1598376199985979392,0,0,"Thu Dec 01 17:59:17 +0000 2022",1594062793023553536,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:59:17"," 2022",2022-12-01,"1598376199985979392","Sat Nov 19 20:20:01 +0000 2022","","",0,"JanThurman4",1,0,"False","1594062793023553536"
"130","foxnews","@FoxNews He is hoping his dream lasts long enough to gain votes for the Dems in next election.  He knows this could go on for years. You just can't go forgiving some people's student loans and not everyone's. 🙄",1598376281904713728,0,0,"Thu Dec 01 17:59:36 +0000 2022",1384685169341308928,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","17:59:36"," 2022",2022-12-01,"1598376281904713728","Wed Apr 21 01:47:35 +0000 2021","","",14,"ChristinaReisi2",304,713,"False","1384685169341308928"
"131","foxnews","@FoxNews A lot of these people who complained about student loan also have the latest iPhone and all the channels on Cable TV.  Yellen is partially right.",1598378338879520768,0,0,"Thu Dec 01 18:07:47 +0000 2022",19093928,1598365096836796416,1367531,"FoxNews","Thu","Dec 01","18:07:47"," 2022",2022-12-01,"1598378338879520768","Sat Jan 17 00:16:35 +0000 2009","","",2,"dockthefish",1071,79,"False","19093928"
"132","foxnews","@FoxNews Just Say No To Student Loan Welfare...",1598378414477611008,1,0,"Thu Dec 01 18:08:05 +0000 2022",1563181077870841856,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","18:08:05"," 2022",2022-12-01,"1598378414477611008","Fri Aug 26 15:06:48 +0000 2022","Patriot...Future Podcast project.  More to come...","",28,"Gymrat_66",29,3,"False","1563181077870841856"
"133","foxnews","@FoxNews Take a good look at this America this is FOX news /comedy  broadcasting. The Republicans have stopped your help with student loans what party care for the American people ?Democrats !!!",1598379431382421504,0,0,"Thu Dec 01 18:12:07 +0000 2022",1305619084852166656,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","18:12:07"," 2022",2022-12-01,"1598379431382421504","Mon Sep 14 21:27:52 +0000 2020","","",104,"mary66750474",21350,18345,"False","1305619084852166656"
"134","foxnews","@FoxNews It’s funny how Republicans supported the bank bailout back in 2008, but won’t support helping average Americans on the student loan agenda, which is really a Ponzi scheme to exploit Americans and keep them in debt so politicians and their cronies can get rich.",1598380819567022080,0,0,"Thu Dec 01 18:17:38 +0000 2022",754084430831030272,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","18:17:38"," 2022",2022-12-01,"1598380819567022080","Fri Jul 15 22:45:13 +0000 2016","History professor of Middle East and American foreign relations.","Florida, USA",66,"AlexShelby07",883,1380,"False","754084430831030272"
"135","foxnews","@FoxNews Funny how REPUBLICANS were against student loan debt relief, veterans relief, 9/11 relief, disaster relief in “blue” states or jurisdictions but were more than happy to cut taxes on the rich &amp; corporations and give handouts to rich ppl or their base. Pure hypocrisy",1598380875137355776,3,1,"Thu Dec 01 18:17:51 +0000 2022",1494776250082250752,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","18:17:51"," 2022",2022-12-01,"1598380875137355776","Fri Feb 18 20:50:18 +0000 2022","A politically independent, news junkie, public safety (Fire, EMS, Flight Medic, Emergency Mgmt professional), a pilot & and a retired vet.","",52,"rebelpilotmedic",1656,580,"False","1494776250082250752"
"136","foxnews","@FoxNews He says the economy is great, that he's created millions of jobs, and that unemployment is low. However, people with student loans can't afford to make their loan payments.",1598382695175794688,0,0,"Thu Dec 01 18:25:05 +0000 2022",3150224796,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","18:25:05"," 2022",2022-12-01,"1598382695175794688","Sat Apr 11 19:12:39 +0000 2015","Prior law enforcement","San Diego, CA",84,"stever1552",4012,3122,"False","3150224796"
"137","foxnews","@FoxNews You don't know what the next person had to endure on their journey. What about some of these doctors, lawyers, etc that don't pay back a dime and they have the resources to. You frown about the less unfortunate not being able to pay their student loan debt;",1598383475907854336,6,0,"Thu Dec 01 18:28:11 +0000 2022",1251012033539198976,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","18:28:11"," 2022",2022-12-01,"1598383475907854336","Fri Apr 17 04:58:24 +0000 2020","Big heart with a wonderful personality","",0,"TwanaWright19",8,3,"False","1251012033539198976"
"138","foxnews","@FoxNews Why am I responsible to pay for your student loan debt?  I paid for my education by extra jobs..  Oh that's right, nobody wants to work anymore and wants free government handouts.",1598384297194708992,8,1,"Thu Dec 01 18:31:27 +0000 2022",1512104927685799936,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","18:31:27"," 2022",2022-12-01,"1598384297194708992","Thu Apr 07 16:28:32 +0000 2022","Just trying to make it.","California, USA",0,"Princes92223558",16,70,"False","1512104927685799936"
"139","foxnews","@FoxNews What about my car debt? My credit card? My mortgage? If student loans can be forgiven, why not all the others? They are all CHOICES!",1598386464039260160,3,0,"Thu Dec 01 18:40:04 +0000 2022",1524226767203962880,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","18:40:04"," 2022",2022-12-01,"1598386464039260160","Wed May 11 03:16:15 +0000 2022","My strength of character","",5,"kbrown1473",152,472,"False","1524226767203962880"
"140","foxnews","@FoxNews My student loans were forgiven and for that I’m eternally grateful. But my situation was different. I fell on my job and am now permanently disabled and unable to work any longer as a nurse. My income abruptly changed to being 100% below the poverty level.",1598388990549393408,0,0,"Thu Dec 01 18:50:06 +0000 2022",2231513700,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","18:50:06"," 2022",2022-12-01,"1598388990549393408","Thu Dec 05 13:55:20 +0000 2013","","",3,"kimmieann43113",14,312,"False","2231513700"
"141","foxnews","@FoxNews Personally, it's not the student loan (SL) debt that I have a problem with...it's the 4.8-6% interest rate on SL. For a 40k bachelor's degree, nearly 6% interest is difficult to pay. If legislation changed to make interest on SL nonexistent then that'd be the way to go instead.",1598393293351841792,4,0,"Thu Dec 01 19:07:12 +0000 2022",1457858724991684608,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","19:07:12"," 2022",2022-12-01,"1598393293351841792","Mon Nov 08 23:53:51 +0000 2021","Pro-mask. Covid is real. LDS convert. #FSHDsociety. #cureFSHD. #disabilityawareness. #neuromuscular.","",14,"Alysha1515",165,4199,"False","1457858724991684608"
"142","foxnews","@FoxNews If they get studen loan forgiveness, we all get credit debt forgiveness. Same bullshit.",1598395907241758720,0,0,"Thu Dec 01 19:17:35 +0000 2022",1589447264170168320,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","19:17:35"," 2022",2022-12-01,"1598395907241758720","Mon Nov 07 02:39:17 +0000 2022","","",2,"Kristindot_",34,33,"False","1589447264170168320"
"143","foxnews","@FoxNews Since I don't have any student loans I'd like for the government (Taxpayers), to payoff my mortgage.  Where do I sign up?",1598396028914651136,5,0,"Thu Dec 01 19:18:04 +0000 2022",1588029407494651904,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","19:18:04"," 2022",2022-12-01,"1598396028914651136","Thu Nov 03 04:46:23 +0000 2022","","",5,"Richard41020",3,33,"False","1588029407494651904"
"144","foxnews","@FoxNews Yes n yes we do have student loans yo pay and work really hard to pay them back , amongst other Bill's, but when the economy dosent pay us enough to fulfill  our responsibilities we are stuck , or when covid hit , we still cant even get any money  that is owed to us ,",1598396387137187840,0,0,"Thu Dec 01 19:19:30 +0000 2022",99769575,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","19:19:30"," 2022",2022-12-01,"1598396387137187840","Sun Dec 27 19:46:00 +0000 2009","Find treasures of the world, ancient and modern. We are guardians of history.
We have a little bit of everything great for movie/theatre sets & creative people","North Hollywood, Los Angeles",155,"aelkarim6aolcom",943,226,"False","99769575"
"145","foxnews","@FoxNews Why not regulate the interest rate that can be charged on student loans. Connect it to an index and let it float. That way it’s manageable to pay, and at the same time it’s not forgiveness. It’s a middle ground.  Government can also make payments deductible. It’s a win win.",1598396407857426432,1,0,"Thu Dec 01 19:19:35 +0000 2022",182975131,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","19:19:35"," 2022",2022-12-01,"1598396407857426432","Wed Aug 25 21:21:53 +0000 2010","","",216,"MichaelZarabi",1330,591,"False","182975131"
"146","foxnews","@FoxNews Maybe free financial counseling for those struggling to repay their student loans. Financial Peace University is a great school to attend!",1598396892617928704,1,0,"Thu Dec 01 19:21:30 +0000 2022",1479220541563277312,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","19:21:30"," 2022",2022-12-01,"1598396892617928704","Thu Jan 06 22:38:27 +0000 2022","","",4,"Johnwelty11",30,33,"False","1479220541563277312"
"147","foxnews","@FoxNews My kids paid off their student loans. Why should anyone have to pay off your student loans. I could care less what political party you are affiliated with. This is wrong on so many levels. It took more than one job to payoff student loan debt. Pay yours.",1598403455231688704,2,0,"Thu Dec 01 19:47:35 +0000 2022",1313534349711679488,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","19:47:35"," 2022",2022-12-01,"1598403455231688704","Tue Oct 06 17:40:25 +0000 2020","","",0,"cherylforevero1",2,0,"False","1313534349711679488"
"148","foxnews","@FoxNews Disclaimer: I paid off my burdensome student loan in 2010, it wasn’t easy to do so, but I’m glad I did. Biden’s stunt sets a bad precedent, and “c’mon man,” not hard to see why he announced this before the mid-terms.",1598404075900768256,4,0,"Thu Dec 01 19:50:03 +0000 2022",3428254992,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","19:50:03"," 2022",2022-12-01,"1598404075900768256","Wed Sep 02 18:02:20 +0000 2015","","Seattle, WA",18,"ericcooley23",71,24,"False","3428254992"
"149","foxnews","@FoxNews Sure, let's just ignore how the democrats think the solution to anything is to throw money at it. Like how Biden wants to spend money so that kids won't have to pay back their student loans.",1598407863244066816,1,0,"Thu Dec 01 20:05:06 +0000 2022",1521267034705006592,1598365096836796416,1367531,"FoxNews","Thu","Dec 01","20:05:06"," 2022",2022-12-01,"1598407863244066816","Mon May 02 23:15:22 +0000 2022","","",3,"sjgrenleski",330,120,"False","1521267034705006592"
"150","foxnews","@FoxNews I paid my student loans off and I think those who took them out should do the same!  Also, why should the people who did not go to college have to pay for others student loans.",1598409345527873536,1,0,"Thu Dec 01 20:10:59 +0000 2022",1577720782821756928,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","20:10:59"," 2022",2022-12-01,"1598409345527873536","Wed Oct 05 18:02:27 +0000 2022","","",0,"Sheilaprins35",2,1,"False","1577720782821756928"
"151","cnn","@CNN Here comes everyone stating what ""they paid."" Everyone bitter about someone having a reduction in their student loan should write a book on their life so we can all make sure that no changes are made from your life experiences to next generations.",1598410040469327872,7,0,"Thu Dec 01 20:13:45 +0000 2022",1592519812793749504,1598409210521329664,759251,"CNN","Thu","Dec 01","20:13:45"," 2022",2022-12-01,"1598410040469327872","Tue Nov 15 14:08:08 +0000 2022","Opin•ion : A view, judgment, or appraisal formed in the mind about a particular matter, expressed by typing or otherwise ""tweeting"" on site known as twitter.","Earth for now",5,"blue_pbnj",70,34,"False","1592519812793749504"
"152","cnn","@CNN Student loan debt relief plan was an absolute disaster. You can’t afford to pay 30 billion per year when you have other problems that are more important like inflation and war",1598410282740895744,2,0,"Thu Dec 01 20:14:43 +0000 2022",1519424767891316736,1598409210521329664,759251,"CNN","Thu","Dec 01","20:14:43"," 2022",2022-12-01,"1598410282740895744","Wed Apr 27 21:14:36 +0000 2022","Trump supporter","",0,"TheDonald306",33,22,"False","1519424767891316736"
"153","cnn","@CNN @cnnbrk NO to student loan debt relief! END the indefinite payments &amp; interest pause!",1598410930001707008,3,0,"Thu Dec 01 20:17:17 +0000 2022",1556005767932571648,1598409210521329664,759251,"CNN","Thu","Dec 01","20:17:17"," 2022",2022-12-01,"1598410930001707008","Sat Aug 06 19:54:49 +0000 2022","","",5,"Vincent08571545",127,458,"False","1556005767932571648"
"154","cnn","@CNN @cnnbrk This debt relief plan is a SLAP IN THE FACE to everybody who diligently paid off their student loans, as well as a slap in the face to taxpaying Americans!!!",1598411537667874816,5,0,"Thu Dec 01 20:19:42 +0000 2022",1556005767932571648,1598409210521329664,759251,"CNN","Thu","Dec 01","20:19:42"," 2022",2022-12-01,"1598411537667874816","Sat Aug 06 19:54:49 +0000 2022","","",5,"Vincent08571545",127,458,"False","1556005767932571648"
"155","usedgov","@usedgov @usesgov @potus #studentloanforgiveness #ppploans it should be brought before the appellate court the suggestion that if Biden does not have the authority to forgive student loans then Trump didn't have the authority to forgive PPP Loans that only helped the wealthy even Senators",1598411674444353536,1,0,"Thu Dec 01 20:20:14 +0000 2022",1477370850147983360,1595157980529700864,20437286,"usedgov","Thu","Dec 01","20:20:14"," 2022",2022-12-01,"1598411674444353536","Sat Jan 01 20:07:25 +0000 2022","Everything I do is done with fabulosiT.","",72,"fabulosi_t",5125,5527,"False","1477370850147983360"
"156","usedgov","@usedgov @SecCardona @usesgov @potus #studentloanforgiveness #ppploans it should be brought before the appellate court the suggestion that if Biden does not have the authority to forgive student loans then Trump didn't have the authority to forgive PPP Loans that only helped the wealthy even Senators",1598411747349913600,0,0,"Thu Dec 01 20:20:32 +0000 2022",1477370850147983360,1595157984480759808,20437286,"usedgov","Thu","Dec 01","20:20:32"," 2022",2022-12-01,"1598411747349913600","Sat Jan 01 20:07:25 +0000 2022","Everything I do is done with fabulosiT.","",72,"fabulosi_t",5125,5527,"False","1477370850147983360"
